Date,Close
1/2/2015 16:00:00,93.75
1/5/2015 16:00:00,92.38
1/6/2015 16:00:00,91.89
1/7/2015 16:00:00,92.83
1/8/2015 16:00:00,93.79
1/9/2015 16:00:00,94.25
1/12/2015 16:00:00,94.46
1/13/2015 16:00:00,95.19
1/14/2015 16:00:00,94.23
1/15/2015 16:00:00,94.35
1/16/2015 16:00:00,95.18
1/20/2015 16:00:00,94.74
1/21/2015 16:00:00,94.17
1/22/2015 16:00:00,95.15
1/23/2015 16:00:00,94.72
1/26/2015 16:00:00,94.97
1/27/2015 16:00:00,93.97
1/28/2015 16:00:00,92.67
1/29/2015 16:00:00,93.22
1/30/2015 16:00:00,90.96
2/2/2015 16:00:00,91.93
2/3/2015 16:00:00,94.1
2/4/2015 16:00:00,101.28
2/5/2015 16:00:00,102.64
2/6/2015 16:00:00,102.02
2/9/2015 16:00:00,101.73
2/10/2015 16:00:00,101.92
2/11/2015 16:00:00,101.87
2/12/2015 16:00:00,103.58
2/13/2015 16:00:00,104.17
2/17/2015 16:00:00,104.12
2/18/2015 16:00:00,103.86
2/19/2015 16:00:00,103.89
2/20/2015 16:00:00,104.55
2/23/2015 16:00:00,104.99
2/24/2015 16:00:00,104.67
2/25/2015 16:00:00,105.57
2/26/2015 16:00:00,104.56
2/27/2015 16:00:00,104.08
3/2/2015 16:00:00,105.89
3/3/2015 16:00:00,106.35
3/4/2015 16:00:00,105.57
3/5/2015 16:00:00,105.03
3/6/2015 16:00:00,103.82
3/9/2015 16:00:00,105.26
3/10/2015 16:00:00,103.09
3/11/2015 16:00:00,102.89
3/12/2015 16:00:00,107.17
3/13/2015 16:00:00,106.44
3/16/2015 16:00:00,107.37
3/17/2015 16:00:00,106.96
3/18/2015 16:00:00,107.97
3/19/2015 16:00:00,107.37
3/20/2015 16:00:00,108.43
3/23/2015 16:00:00,108.22
3/24/2015 16:00:00,107.11
3/25/2015 16:00:00,105
3/26/2015 16:00:00,105.24
3/27/2015 16:00:00,105.48
3/30/2015 16:00:00,106.12
3/31/2015 16:00:00,104.89
4/1/2015 16:00:00,105.44
4/2/2015 16:00:00,106
4/6/2015 16:00:00,105.63
4/7/2015 16:00:00,105.43
4/8/2015 16:00:00,106.36
4/9/2015 16:00:00,106.77
4/10/2015 16:00:00,106.95
4/13/2015 16:00:00,106.51
4/14/2015 16:00:00,106.66
4/15/2015 16:00:00,106.98
4/16/2015 16:00:00,108.1
4/17/2015 16:00:00,106.69
4/20/2015 16:00:00,108.22
4/21/2015 16:00:00,107.68
4/22/2015 16:00:00,107.94
4/23/2015 16:00:00,109
4/24/2015 16:00:00,109.53
4/27/2015 16:00:00,110.16
4/28/2015 16:00:00,109.92
4/29/2015 16:00:00,109.81
4/30/2015 16:00:00,108.72
5/1/2015 16:00:00,110.52
5/4/2015 16:00:00,111.03
5/5/2015 16:00:00,110.81
5/6/2015 16:00:00,109.72
5/7/2015 16:00:00,109.26
5/8/2015 16:00:00,110.11
5/11/2015 16:00:00,108.6
5/12/2015 16:00:00,109.24
5/13/2015 16:00:00,109.19
5/14/2015 16:00:00,109.93
5/15/2015 16:00:00,110.3
5/18/2015 16:00:00,110.33
5/19/2015 16:00:00,110.56
5/20/2015 16:00:00,110.2
5/21/2015 16:00:00,110.39
5/22/2015 16:00:00,110.26
5/26/2015 16:00:00,109.44
5/27/2015 16:00:00,110.37
5/28/2015 16:00:00,110.53
5/29/2015 16:00:00,110.37
6/1/2015 16:00:00,110.96
6/2/2015 16:00:00,110.75
6/3/2015 16:00:00,111.17
6/4/2015 16:00:00,110.3
6/5/2015 16:00:00,110.3
6/8/2015 16:00:00,109.29
6/9/2015 16:00:00,108.52
6/10/2015 16:00:00,110
6/11/2015 16:00:00,110.62
6/12/2015 16:00:00,109.95
6/15/2015 16:00:00,110.18
6/16/2015 16:00:00,111.06
6/17/2015 16:00:00,111.49
6/18/2015 16:00:00,113.22
6/19/2015 16:00:00,112.62
6/22/2015 16:00:00,113.53
6/23/2015 16:00:00,114.41
6/24/2015 16:00:00,113.77
6/25/2015 16:00:00,114.45
6/26/2015 16:00:00,114.99
6/29/2015 16:00:00,113.05
6/30/2015 16:00:00,114.14
7/1/2015 16:00:00,115.13
7/2/2015 16:00:00,114.97
7/6/2015 16:00:00,115.7
7/7/2015 16:00:00,117.1
7/8/2015 16:00:00,115.19
7/9/2015 16:00:00,115.6
7/10/2015 16:00:00,116.44
7/13/2015 16:00:00,118.05
7/14/2015 16:00:00,117.85
7/15/2015 16:00:00,118.3
7/16/2015 16:00:00,119.07
7/17/2015 16:00:00,118.86
7/20/2015 16:00:00,119.58
7/21/2015 16:00:00,119.31
7/22/2015 16:00:00,119.33
7/23/2015 16:00:00,118.8
7/24/2015 16:00:00,118.91
7/27/2015 16:00:00,118.25
7/28/2015 16:00:00,118.46
7/29/2015 16:00:00,119.84
7/30/2015 16:00:00,120.03
7/31/2015 16:00:00,120
8/3/2015 16:00:00,121.12
8/4/2015 16:00:00,121.69
8/5/2015 16:00:00,110.53
8/6/2015 16:00:00,108.55
8/7/2015 16:00:00,109.35
8/10/2015 16:00:00,111
8/11/2015 16:00:00,108
8/12/2015 16:00:00,106.99
8/13/2015 16:00:00,107.52
8/14/2015 16:00:00,107.16
8/17/2015 16:00:00,109.05
8/18/2015 16:00:00,106.94
8/19/2015 16:00:00,106.45
8/20/2015 16:00:00,100.02
8/21/2015 16:00:00,98.84
8/24/2015 16:00:00,95.36
8/25/2015 16:00:00,95.89
8/26/2015 16:00:00,99.23
8/27/2015 16:00:00,102.17
8/28/2015 16:00:00,102.48
8/31/2015 16:00:00,101.88
9/1/2015 16:00:00,99.51
9/2/2015 16:00:00,101.89
9/3/2015 16:00:00,101.99
9/4/2015 16:00:00,100.97
9/8/2015 16:00:00,104.01
9/9/2015 16:00:00,101.91
9/10/2015 16:00:00,102.6
9/11/2015 16:00:00,104.48
9/14/2015 16:00:00,103.82
9/15/2015 16:00:00,103.43
9/16/2015 16:00:00,103.96
9/17/2015 16:00:00,104.2
9/18/2015 16:00:00,102.84
9/21/2015 16:00:00,103.41
9/22/2015 16:00:00,102.49
9/23/2015 16:00:00,101.57
9/24/2015 16:00:00,100.62
9/25/2015 16:00:00,100.3
9/28/2015 16:00:00,98.49
9/29/2015 16:00:00,99.42
9/30/2015 16:00:00,102.2
10/1/2015 16:00:00,102.67
10/2/2015 16:00:00,103
10/5/2015 16:00:00,103.85
10/6/2015 16:00:00,103.77
10/7/2015 16:00:00,103.39
10/8/2015 16:00:00,104.61
10/9/2015 16:00:00,105.56
10/12/2015 16:00:00,106.35
10/13/2015 16:00:00,106.59
10/14/2015 16:00:00,105.73
10/15/2015 16:00:00,107.89
10/16/2015 16:00:00,108.24
10/19/2015 16:00:00,109.47
10/20/2015 16:00:00,109.84
10/21/2015 16:00:00,110.09
10/22/2015 16:00:00,113.25
10/23/2015 16:00:00,113.09
10/26/2015 16:00:00,113.52
10/27/2015 16:00:00,113.77
10/28/2015 16:00:00,114.34
10/29/2015 16:00:00,115.04
10/30/2015 16:00:00,113.74
11/2/2015 16:00:00,115.04
11/3/2015 16:00:00,115.54
11/4/2015 16:00:00,113.25
11/5/2015 16:00:00,113
11/6/2015 16:00:00,115.67
11/9/2015 16:00:00,116.42
11/10/2015 16:00:00,117.42
11/11/2015 16:00:00,116.52
11/12/2015 16:00:00,116.21
11/13/2015 16:00:00,114.84
11/16/2015 16:00:00,115.92
11/17/2015 16:00:00,116.13
11/18/2015 16:00:00,118.14
11/19/2015 16:00:00,118.71
11/20/2015 16:00:00,120.07
11/23/2015 16:00:00,119.42
11/24/2015 16:00:00,117.95
11/25/2015 16:00:00,118.67
11/27/2015 16:00:00,115.13
11/30/2015 16:00:00,113.47
12/1/2015 16:00:00,115.39
12/2/2015 16:00:00,114
12/3/2015 16:00:00,111.89
12/4/2015 16:00:00,114.24
12/7/2015 16:00:00,113.83
12/8/2015 16:00:00,112.48
12/9/2015 16:00:00,111.47
12/10/2015 16:00:00,110.76
12/11/2015 16:00:00,108.04
12/14/2015 16:00:00,109.35
12/15/2015 16:00:00,112.16
12/16/2015 16:00:00,113.79
12/17/2015 16:00:00,112.01
12/18/2015 16:00:00,107.72
12/21/2015 16:00:00,106.59
12/22/2015 16:00:00,106.74
12/23/2015 16:00:00,105.56
12/24/2015 16:00:00,105.86
12/28/2015 16:00:00,107.25
12/29/2015 16:00:00,107.08
12/30/2015 16:00:00,106.34
12/31/2015 16:00:00,105.08
1/4/2016 16:00:00,102.98
1/5/2016 16:00:00,100.9
1/6/2016 16:00:00,100.36
1/7/2016 16:00:00,99.5
1/8/2016 16:00:00,99.25
1/11/2016 16:00:00,99.92
1/12/2016 16:00:00,101.46
1/13/2016 16:00:00,98.48
1/14/2016 16:00:00,99.11
1/15/2016 16:00:00,93.9
1/19/2016 16:00:00,93.97
1/20/2016 16:00:00,92.54
1/21/2016 16:00:00,94.02
1/22/2016 16:00:00,96.9
1/25/2016 16:00:00,95.29
1/26/2016 16:00:00,96.27
1/27/2016 16:00:00,94.32
1/28/2016 16:00:00,93.53
1/29/2016 16:00:00,95.82
2/1/2016 16:00:00,95.15
2/2/2016 16:00:00,93.12
2/3/2016 16:00:00,95.14
2/4/2016 16:00:00,95.43
2/5/2016 16:00:00,93.9
2/8/2016 16:00:00,92.12
2/9/2016 16:00:00,92.32
2/10/2016 16:00:00,88.85
2/11/2016 16:00:00,90.31
2/12/2016 16:00:00,91.15
2/16/2016 16:00:00,92.91
2/17/2016 16:00:00,95.5
2/18/2016 16:00:00,95.17
2/19/2016 16:00:00,95.01
2/22/2016 16:00:00,96.37
2/23/2016 16:00:00,95.38
2/24/2016 16:00:00,95.43
2/25/2016 16:00:00,95.65
2/26/2016 16:00:00,95.31
2/29/2016 16:00:00,95.52
3/1/2016 16:00:00,97.65
3/2/2016 16:00:00,97
3/3/2016 16:00:00,98.82
3/4/2016 16:00:00,98.48
3/7/2016 16:00:00,99.39
3/8/2016 16:00:00,97.82
3/9/2016 16:00:00,97.66
3/10/2016 16:00:00,97.04
3/11/2016 16:00:00,97.94
3/14/2016 16:00:00,98.81
3/15/2016 16:00:00,98.24
3/16/2016 16:00:00,98.44
3/17/2016 16:00:00,99.6
3/18/2016 16:00:00,99.2
3/21/2016 16:00:00,98.46
3/22/2016 16:00:00,97.58
3/23/2016 16:00:00,96.83
3/24/2016 16:00:00,97.22
3/28/2016 16:00:00,98.09
3/29/2016 16:00:00,98.16
3/30/2016 16:00:00,98.91
3/31/2016 16:00:00,99.31
4/1/2016 16:00:00,99.07
4/4/2016 16:00:00,98.68
4/5/2016 16:00:00,97
4/6/2016 16:00:00,97.48
4/7/2016 16:00:00,96.16
4/8/2016 16:00:00,96.42
4/11/2016 16:00:00,96.27
4/12/2016 16:00:00,97.35
4/13/2016 16:00:00,99.48
4/14/2016 16:00:00,98.63
4/15/2016 16:00:00,98.59
4/18/2016 16:00:00,101.48
4/19/2016 16:00:00,102.64
4/20/2016 16:00:00,103.27
4/21/2016 16:00:00,102.91
4/22/2016 16:00:00,103.77
4/25/2016 16:00:00,104.57
4/26/2016 16:00:00,104.89
4/27/2016 16:00:00,105.28
4/28/2016 16:00:00,104.03
4/29/2016 16:00:00,103.26
5/2/2016 16:00:00,104.36
5/3/2016 16:00:00,103.78
5/4/2016 16:00:00,103.67
5/5/2016 16:00:00,104.93
5/6/2016 16:00:00,105.54
5/9/2016 16:00:00,105.34
5/10/2016 16:00:00,106.6
5/11/2016 16:00:00,102.29
5/12/2016 16:00:00,101.71
5/13/2016 16:00:00,100.52
5/16/2016 16:00:00,100.36
5/17/2016 16:00:00,99.94
5/18/2016 16:00:00,99
5/19/2016 16:00:00,98.41
5/20/2016 16:00:00,99.78
5/23/2016 16:00:00,99.18
5/24/2016 16:00:00,99.51
5/25/2016 16:00:00,99.86
5/26/2016 16:00:00,99.81
5/27/2016 16:00:00,100.29
5/31/2016 16:00:00,99.22
6/1/2016 16:00:00,98.52
6/2/2016 16:00:00,98.72
6/3/2016 16:00:00,98.75
6/6/2016 16:00:00,98.78
6/7/2016 16:00:00,98.35
6/8/2016 16:00:00,98.04
6/9/2016 16:00:00,97.84
6/10/2016 16:00:00,97.34
6/13/2016 16:00:00,97.57
6/14/2016 16:00:00,98.4
6/15/2016 16:00:00,98.27
6/16/2016 16:00:00,98.38
6/17/2016 16:00:00,99
6/20/2016 16:00:00,99.57
6/21/2016 16:00:00,98.82
6/22/2016 16:00:00,98.79
6/23/2016 16:00:00,99.02
6/24/2016 16:00:00,95.72
6/27/2016 16:00:00,94.38
6/28/2016 16:00:00,96.05
6/29/2016 16:00:00,96.98
6/30/2016 16:00:00,97.82
7/1/2016 16:00:00,98.03
7/5/2016 16:00:00,97.66
7/6/2016 16:00:00,98.45
7/7/2016 16:00:00,98.41
7/8/2016 16:00:00,99.62
7/11/2016 16:00:00,99.98
7/12/2016 16:00:00,100.2
7/13/2016 16:00:00,99.88
7/14/2016 16:00:00,99.97
7/15/2016 16:00:00,99.8
7/18/2016 16:00:00,100.15
7/19/2016 16:00:00,99.47
7/20/2016 16:00:00,98.22
7/21/2016 16:00:00,98.01
7/22/2016 16:00:00,97.71
7/25/2016 16:00:00,97.39
7/26/2016 16:00:00,96.69
7/27/2016 16:00:00,96.33
7/28/2016 16:00:00,95.91
7/29/2016 16:00:00,95.95
8/1/2016 16:00:00,95.54
8/2/2016 16:00:00,95.01
8/3/2016 16:00:00,96.09
8/4/2016 16:00:00,95.16
8/5/2016 16:00:00,95.83
8/8/2016 16:00:00,95.75
8/9/2016 16:00:00,96.67
8/10/2016 16:00:00,97.86
8/11/2016 16:00:00,97.77
8/12/2016 16:00:00,96.84
8/15/2016 16:00:00,97.1
8/16/2016 16:00:00,96.88
8/17/2016 16:00:00,96.87
8/18/2016 16:00:00,96.65
8/19/2016 16:00:00,96.39
8/22/2016 16:00:00,95.87
8/23/2016 16:00:00,95.97
8/24/2016 16:00:00,95.82
8/25/2016 16:00:00,95.55
8/26/2016 16:00:00,95.21
8/29/2016 16:00:00,94.87
8/30/2016 16:00:00,94.86
8/31/2016 16:00:00,94.46
9/1/2016 16:00:00,94.26
9/2/2016 16:00:00,94.42
9/6/2016 16:00:00,93.8
9/7/2016 16:00:00,93.71
9/8/2016 16:00:00,94.09
9/9/2016 16:00:00,92.42
9/12/2016 16:00:00,93.64
9/13/2016 16:00:00,92.7
9/14/2016 16:00:00,92.26
9/15/2016 16:00:00,92.5
9/16/2016 16:00:00,92.56
9/19/2016 16:00:00,92.63
9/20/2016 16:00:00,92.95
9/21/2016 16:00:00,92.39
9/22/2016 16:00:00,93.41
9/23/2016 16:00:00,93.27
9/26/2016 16:00:00,91.96
9/27/2016 16:00:00,91.72
9/28/2016 16:00:00,92.2
9/29/2016 16:00:00,91.8
9/30/2016 16:00:00,92.86
10/3/2016 16:00:00,92.49
10/4/2016 16:00:00,92.59
10/5/2016 16:00:00,92.45
10/6/2016 16:00:00,92.83
10/7/2016 16:00:00,92.49
10/10/2016 16:00:00,92.49
10/11/2016 16:00:00,91.86
10/12/2016 16:00:00,91.41
10/13/2016 16:00:00,91.12
10/14/2016 16:00:00,91.3
10/17/2016 16:00:00,90.83
10/18/2016 16:00:00,91.17
10/19/2016 16:00:00,91.93
10/20/2016 16:00:00,92.03
10/21/2016 16:00:00,93.03
10/24/2016 16:00:00,93.37
10/25/2016 16:00:00,92.75
10/26/2016 16:00:00,93.49
10/27/2016 16:00:00,94.02
10/28/2016 16:00:00,93.85
10/31/2016 16:00:00,92.69
11/1/2016 16:00:00,92.39
11/2/2016 16:00:00,91.91
11/3/2016 16:00:00,93.37
11/4/2016 16:00:00,92.45
11/7/2016 16:00:00,94.43
11/8/2016 16:00:00,94.38
11/9/2016 16:00:00,94.64
11/10/2016 16:00:00,94.96
11/11/2016 16:00:00,97.68
11/14/2016 16:00:00,97.92
11/15/2016 16:00:00,97.7
11/16/2016 16:00:00,99.12
11/17/2016 16:00:00,99.37
11/18/2016 16:00:00,98.24
11/21/2016 16:00:00,97.63
11/22/2016 16:00:00,97.71
11/23/2016 16:00:00,98.26
11/25/2016 16:00:00,98.82
11/28/2016 16:00:00,98.97
11/29/2016 16:00:00,99.67
11/30/2016 16:00:00,99.12
12/1/2016 16:00:00,98.94
12/2/2016 16:00:00,98.5
12/5/2016 16:00:00,99.96
12/6/2016 16:00:00,100.66
12/7/2016 16:00:00,101.99
12/8/2016 16:00:00,103.38
12/9/2016 16:00:00,104.86
12/12/2016 16:00:00,104.06
12/13/2016 16:00:00,103.85
12/14/2016 16:00:00,104.05
12/15/2016 16:00:00,104.39
12/16/2016 16:00:00,103.91
12/19/2016 16:00:00,105.3
12/20/2016 16:00:00,105.46
12/21/2016 16:00:00,105.56
12/22/2016 16:00:00,105.42
12/23/2016 16:00:00,105.15
12/27/2016 16:00:00,105.17
12/28/2016 16:00:00,104.3
12/29/2016 16:00:00,104.56
12/30/2016 16:00:00,104.22
1/3/2017 16:00:00,106.08
1/4/2017 16:00:00,107.44
1/5/2017 16:00:00,107.38
1/6/2017 16:00:00,108.98
1/9/2017 16:00:00,108.36
1/10/2017 16:00:00,108.38
1/11/2017 16:00:00,109.44
1/12/2017 16:00:00,107.53
1/13/2017 16:00:00,108.06
1/17/2017 16:00:00,107.97
1/18/2017 16:00:00,108.16
1/19/2017 16:00:00,107.28
1/20/2017 16:00:00,107.66
1/23/2017 16:00:00,107.12
1/24/2017 16:00:00,107.9
1/25/2017 16:00:00,108.04
1/26/2017 16:00:00,108.06
1/27/2017 16:00:00,109.3
1/30/2017 16:00:00,110.94
1/31/2017 16:00:00,110.65
2/1/2017 16:00:00,111.3
2/2/2017 16:00:00,110.61
2/3/2017 16:00:00,110.3
2/6/2017 16:00:00,109.57
2/7/2017 16:00:00,109
2/8/2017 16:00:00,109
2/9/2017 16:00:00,109.49
2/10/2017 16:00:00,109.26
2/13/2017 16:00:00,109.65
2/14/2017 16:00:00,110.33
2/15/2017 16:00:00,110.18
2/16/2017 16:00:00,110.71
2/17/2017 16:00:00,110.06
2/21/2017 16:00:00,110.01
2/22/2017 16:00:00,110.12
2/23/2017 16:00:00,109.73
2/24/2017 16:00:00,110.32
2/27/2017 16:00:00,110.23
2/28/2017 16:00:00,110.09
3/1/2017 16:00:00,111.04
3/2/2017 16:00:00,110.59
3/3/2017 16:00:00,111.24
3/6/2017 16:00:00,110.67
3/7/2017 16:00:00,110.86
3/8/2017 16:00:00,110.84
3/9/2017 16:00:00,111.03
3/10/2017 16:00:00,110.92
3/13/2017 16:00:00,111.52
3/14/2017 16:00:00,112.31
3/15/2017 16:00:00,111.87
3/16/2017 16:00:00,111.71
3/17/2017 16:00:00,111.76
3/20/2017 16:00:00,112.71
3/21/2017 16:00:00,111.75
3/22/2017 16:00:00,112.08
3/23/2017 16:00:00,112.24
3/24/2017 16:00:00,112.14
3/27/2017 16:00:00,112.38
3/28/2017 16:00:00,113.05
3/29/2017 16:00:00,112.53
3/30/2017 16:00:00,113.18
3/31/2017 16:00:00,113.39
4/3/2017 16:00:00,113.2
4/4/2017 16:00:00,113.04
4/5/2017 16:00:00,113
4/6/2017 16:00:00,113.05
4/7/2017 16:00:00,112.58
4/10/2017 16:00:00,112.43
4/11/2017 16:00:00,113.07
4/12/2017 16:00:00,113.04
4/13/2017 16:00:00,113.2
4/17/2017 16:00:00,113.78
4/18/2017 16:00:00,114.19
4/19/2017 16:00:00,113.73
4/20/2017 16:00:00,114.79
4/21/2017 16:00:00,114.44
4/24/2017 16:00:00,113.7
4/25/2017 16:00:00,115.18
4/26/2017 16:00:00,115.58
4/27/2017 16:00:00,115.84
4/28/2017 16:00:00,115.6
5/1/2017 16:00:00,114.73
5/2/2017 16:00:00,114.37
5/3/2017 16:00:00,111.62
5/4/2017 16:00:00,111.17
5/5/2017 16:00:00,111.99
5/8/2017 16:00:00,111.42
5/9/2017 16:00:00,112.07
5/10/2017 16:00:00,109.66
5/11/2017 16:00:00,109.58
5/12/2017 16:00:00,109.69
5/15/2017 16:00:00,109.13
5/16/2017 16:00:00,107.98
5/17/2017 16:00:00,106.31
5/18/2017 16:00:00,106.68
5/19/2017 16:00:00,107.52
5/22/2017 16:00:00,107.63
5/23/2017 16:00:00,107.02
5/24/2017 16:00:00,107.71
5/25/2017 16:00:00,107.27
5/26/2017 16:00:00,108.41
5/30/2017 16:00:00,108.34
5/31/2017 16:00:00,107.94
6/1/2017 16:00:00,108.21
6/2/2017 16:00:00,107.18
6/5/2017 16:00:00,106.52
6/6/2017 16:00:00,105.5
6/7/2017 16:00:00,105.92
6/8/2017 16:00:00,104.32
6/9/2017 16:00:00,105.62
6/12/2017 16:00:00,107.04
6/13/2017 16:00:00,106.56
6/14/2017 16:00:00,106.14
6/15/2017 16:00:00,105.98
6/16/2017 16:00:00,105.51
6/19/2017 16:00:00,105.37
6/20/2017 16:00:00,103.94
6/21/2017 16:00:00,104.8
6/22/2017 16:00:00,104.22
6/23/2017 16:00:00,104.36
6/26/2017 16:00:00,105.57
6/27/2017 16:00:00,105.41
6/28/2017 16:00:00,106.86
6/29/2017 16:00:00,105.71
6/30/2017 16:00:00,106.25
7/3/2017 16:00:00,107.46
7/5/2017 16:00:00,105.63
7/6/2017 16:00:00,103.35
7/7/2017 16:00:00,103.32
